number,trial_code,form_id,surveyor_name,entreprenuer_strata,demo_location,demo_location_other,trial_name,bizops_name,bizops_product,demo_nationality,demo_nationality_other,demo_gender,demo_age,demo_educlevel,demo_educlevel_level,demo_incomeearner_only,demo_incomeearner_count,demo_primaryincome,demo_primaryincome_other,demo_primaryincome_UNHCR,demo_primaryincome_own_biz,demo_primaryincome_no_stable,demo_primaryincome_no_stable_looking,demo_primaryincome_part_time,demo_primaryincome_full_time,demo_primaryincome_other_biz,demo_primaryincome_extra,demo_primaryincome_write,bizops_sector,bizops_sector_biz,bizops_sector_other,bizops_elec_computer,bizops_elec_smart_phone,bizops_elec_feature_phone,bizops_elec_tablet,bizops_elec_none,bizops_elec_extra,bizops_firstsale_date,bizops_firstsale_today,bizops_operation_period,bizops_age_range,bizops_register_kra,employees_count_fulltime,employees__fulltime_worktime_week,employees_count_parttime,employees__parttime_worktime_week,employees_count_casual,employees_count_temp,employees_temp_reason,employees_count_total,employees_fulltime_age_range_0_17,employees_fulltime_age_range_18_30,employees_fulltime_age_range_31_50,employees_fulltime_age_range_51,employees_fulltime_age_range_none,employees_fulltime_age_range_extra,employees_parttime_age_range_0_17,employees_parttime_age_range_18_30,employees_parttime_age_range_31_50,employees_parttime_age_range_51,employees_parttime_age_range_none,employees_parttime_age_range_extra,employees_casual_age_range_0_17,employees_casual_age_range_18_30,employees_casual_age_range_31_50,employees_casual_age_range_51,employees_casual_age_range_none,employees_casual_age_range_extra,employees_count_gender_m,employees_count_gender_f,employees_count_refugee,bizops_motivation,bizops_motivation_other,bizops_fin_new_6,bizops_fin_loans_family,bizops_fin_loans_groups,bizops_fin_MFI_banks,bizops_fin_donation_grants,bizops_fin_investor,bizops_fin_other,bizops_fin_extra,bizops_fin_other_write,bizops_fin_amt_family,bizops_fin_amt_loans_groups,bizops_fin_amt_MFI_banks,bizops_fin_amt_NGO,bizops_fin_amt_investor,bizops_fin_not_apply,bizops_fin_not_apply_write,bizops_fin_bank_acc,bizops_fin_bank_acc_why,bizops_fin_bank_acc_why_write,customer_count_monthly,customer_main_individual,customer_main_household,customer_main_community,customer_main_smbiz,customer_main_lbiz,customer_main_govt,customer_main_NGOs,customer_main_other,customer_main_extra,customer_main_other_write,records_sales_monthly,salesrev_avgrevenue_last_year,salesrev_avgrevenue_monthly_baseline,salesrev_avgrevenue_fluctuate,salesrev_avgrevenue_season_fluctuate,salesrev_avgrevenue_most_jan,salesrev_avgrevenue_most_feb,salesrev_avgrevenue_most_mar,salesrev_avgrevenue_most_apr,salesrev_avgrevenue_most_may,salesrev_avgrevenue_most_jun,salesrev_avgrevenue_most_jul,salesrev_avgrevenue_most_aug,salesrev_avgrevenue_most_sept,salesrev_avgrevenue_most_oct,salesrev_avgrevenue_most_nov,salesrev_avgrevenue_most_dec,salesrev_avgrevenue_most_none,salesrev_avgrevenue_most_other,salesrev_avgrevenue_most_extra,salesrev_avgrevenue_least_none,salesrev_avgrevenue_least_jan,salesrev_avgrevenue_least_feb,salesrev_avgrevenue_least_mar,salesrev_avgrevenue_least_apr,salesrev_avgrevenue_least_may,salesrev_avgrevenue_least_jun,salesrev_avgrevenue_least_jul,salesrev_avgrevenue_least_aug,salesrev_avgrevenue_least_sept,salesrev_avgrevenue_least_oct,salesrev_avgrevenue_least_nov,salesrev_avgrevenue_least_dec,salesrev_avgrevenue_least_other,salesrev_avgrevenue_least_extra,bizops_suppliers_count,bizops_transporters_count,bizops_transporters_foot,bizops_transporters_bicycle,bizops_transporters_motorbike,bizops_transporters_car,bizops_transporters_trucks,bizops_transporters_other,bizops_transporters_extra,bizops_transporters_other_write,bizops_actors_supply_chain,bizops_actors_supply_chain_write,demo_biz_development,demo_biz_development_write,demo_biz_development_skills_acc,demo_biz_development_skills_hr,demo_biz_development_skills_marketing,demo_biz_development_skills_fin_mgmt,demo_biz_development_skills_dig_fin_skills,demo_biz_development_skills_new_it,demo_biz_development_skills_sales,demo_biz_development_skills_planning,demo_biz_development_skills_other,demo_biz_development_skills_extra,demo_biz_development_skills_write,sales,marketing,operation_management,bookkeeping,biz_plan,cashflow_mgmt,inventory_mgmt,biz_network_partnerships,learn_about_social_media,learn_about_news_papers,learn_about_past_clients,learn_about_aec_staff,learn_about_others,learn_about_extra,learn_about_other_specify,meals_day_count,meals_day_not_eating_count,meals_meat_count,expense_clothing,assets_acquired_6,assets_acquired_other,fuel_cooking,share_other,share_other_write,thanks,survey_complete,survey_complete_time,survey_start_time,username,received_on,Year,Department,asset_indicator,survey_name
107,KEN-126,78ca3c99-4cb8-43ac-ae18-ec57a9c83927,Abdirahman Said,kenyan_client,kakuma_town,,control_group,Jesus Lord Shop,"Sugar, Wheat flour and Oil",kenyan,,0,29,Trade/technical/vocational_training,Trade/technical/vocational training,1,9,Self-employment/my_business,,0,0,1,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,1,0,0,0,1/5/14,2/1/20,6,4-6 years,1,0,0,1,98,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,To_increase_income_independently,,1,0,0,1,0,0,0,0,,0,0,200000,0,0,,,1,,,1500,1,0,0,0,0,0,0,0,0,0,1,1800000,150000,Yes_strongly_fluctuating,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,,,,0,0,1,0,0,0,1,1,0,0,0,2,3,1,4,4,1,1,1,0,0,0,1,0,0,0,,0,,,,,0,I appreatiate all of you and I would like to encourage you to keeep up the good work. Help us help Africa.,,0,1,9/19/19 8:05,9/19/19 7:29,aeck_20,9/19/19 14:17,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
111,KEN-132,49244619-160f-4df6-816d-f32f650786ec,Jean Marie,refugee-client,kakuma_1,,control_group,boutique,clothe selling,Burundian,,1,34,Primary_school_diploma(p6),Finished Primary School,1,4,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,1,0,0,0,0,1/1/18,2/1/20,2,2 years,1,1,42,1,42,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,"Not_right_now,_but_yes_in_the_past",,,50,0,0,1,0,0,0,0,0,0,0,1,150000,12500,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,,,,0,0,1,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,0,0,0,1,0,0,0,,0,,,,,0,she wants a help for to expend her business,,thank you for your time,1,9/18/19 8:11,9/18/19 7:54,aeck_20,9/18/19 13:47,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
112,KEN-134,538c6738-669e-4901-9024-cb43b7379b5a,Jean Marie,refugee-client,kakuma_1,,control_group,shop,foods items,Congolese,,1,45,Primary_school_diploma(p6),Finished Primary School,1,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,1,0,0,0,0,9/1/16,2/1/20,3,3 years,0,6,2,4,42,10,daily,because I would am alone and I want the work to be done,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,2,6,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,40,0,0,1,0,0,0,0,0,0,0,1,56000,4667,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,,,,1,0,1,0,0,0,1,0,0,0,0,1,5,1,3,2,2,2,1,0,0,0,1,0,0,0,,0,,,,,0,I really need help,,Thank you so much for your time,1,9/18/19 7:32,9/18/19 6:54,aeck_20,9/18/19 13:47,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
123,KEN-149,b79f2dd3-007f-4dea-baff-e808689207cc,Roger,kenyan_client,kakuma_1,,test_group,Electronics shop,"solar,radio,battry",kenyan,,0,45,2,Attended Primary,1,5,Self-employment/my_business,,0,1,0,0,0,0,0,0,,6,"Energy (biogas, solar, etc)",,0,0,1,0,0,0,1/1/13,2/1/20,7,> 6 years,1,2,56,2,56,1,1?/year,facilitate easiest my work for the issue mechanics,5,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,5,0,0,To_supplement_my_existing_income_from_other_sources,To grow my business and fulfill all my family needs,1,1,0,0,0,0,0,0,,44000,0,0,0,0,,,1,,,120,1,1,1,1,1,0,1,0,0,0,0,80000,6667,Yes_strongly_fluctuating,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,1,0,0,0,0,0,,participate_past_bdp,,1,1,0,1,1,0,1,0,0,0,0,3,4,3,2,5,3,4,2,0,0,0,1,0,0,0,1,1,3_more,none,chairs_table,,1,0,,no,1,9/24/19 9:39,9/24/19 9:13,aeck_20,9/25/19 5:21,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
128,KEN-157,e622e3d2-082b-4cf1-9924-8383b5fd93a2,Roger,refugee-client,kalobeyei,,test_group,Saloon,"shaving,hairs materials,",Burundian,,0,20,2,Attended Primary,1,3,Self-employment/my_business,,1,1,0,0,0,0,0,0,,11,"Fashion (salon,barber shop etc.)",,0,0,1,0,0,0,1/1/17,2/1/20,3,3 years,0,2,56,2,56,0,,,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,To_increase_income_independently,to grow my life,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,1,,,350,1,1,1,0,1,1,1,0,0,0,1,30000,2500,Yes_strongly_fluctuating,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,1,1,1,1,1,1,1,0,0,0,3,3,3,3,3,3,3,2,0,0,0,1,0,0,0,2,0,2_week,none,others,none,4,1,i need your support and give me loan,yes,1,10/2/19 10:12,10/2/19 10:05,aeck_15,10/3/19 6:47,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
131,KEN-160,cf2d04f4-a5b5-46c8-8ddb-53eb7460b3aa,Nachomo,refugee-client,kakuma_1,,test_group,Yami shop,Food stuffs,Ethiopian,,0,32,8,Bachelor's degree,0,3,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,0,0,0,0,1/1/13,2/1/20,7,> 6 years,1,2,14,1,4,0,,,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,To_increase_income_independently,To create employment for other refugees,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_have_never_thought_about_credit_as_an_option,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,3000,1,1,1,0,0,0,0,0,0,0,1,600000,50000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,wholesaler,participate_past_bdp,,0,0,0,0,0,0,1,0,0,0,0,4,3,3,3,2,2,4,4,0,0,0,1,0,0,0,3,0,3_more,1_6months,chairs_table,,4,1,The training is very good and helpful.,0,1,10/14/19 11:11,10/14/19 10:53,aeck_20,10/14/19 13:11,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
135,KEN-167,389d6c05-a843-4129-bf48-dd1bb482abcf,Nachomo,refugee-client,kakuma3,,test_group,Sherif center,"Food staff( Flour, sugar, oil, etc)",Sudanese,,0,37,7,Diploma,1,5,Self-employment/my_business,,0,0,0,0,0,0,1,0,1,12,Food Store (Bamba Chakula),,0,0,0,1,0,0,7/1/10,2/1/20,9,> 6 years,1,3,27,2,18,0,,,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,5,To_create_my_own_job_due_to_lack_of_employment,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,1,,,1050,0,1,0,0,0,0,0,0,0,0,1,9000000,750000,"No,_very_stable",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,WFP,participate_past_bdp,,1,0,1,1,0,0,1,1,0,0,0,4,3,4,5,3,2,3,4,0,0,0,1,0,0,0,2,0,3_more,1_6months,chairs_table,,3,1,I hope yiur services will have impact to my business,welcome,1,10/3/19 14:08,10/3/19 13:48,aeck_14,10/4/19 11:00,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
138,KEN-171,89ad869e-db7b-4ef4-ba63-a73f1f6051ca,Nachomo,refugee-client,kakuma_2,,test_group,Ajabo butchery,"Meat, soft drinks and grocery",somalian,,1,38,2,Attended Primary,0,13,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,1,1,0,0,0,2/1/05,2/1/20,15,> 6 years,1,3,12,2,5,0,,,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,3,To_increase_income_independently,To change the my family life and others. through employment,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,1500,1,1,1,0,0,0,0,0,0,0,1,270000,22500,Yes_strongly_fluctuating,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,0,1,0,0,0,0,4,3,3,1,2,2,3,3,0,0,0,1,0,0,0,3,0,3_more,1_6months,others,none,4,0,,0,1,10/30/19 13:51,10/30/19 13:35,aeck_14,10/30/19 14:41,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
140,KEN-174,1d5ede28-07cb-4709-bdaf-eb07c3904aeb,vivian,refugee-client,kakuma3,,control_group,tailoring,selling of materials and tailoring services,Sudanese,,0,41,Trade/technical/vocational_training,Trade/technical/vocational training,1,11,Self-employment/my_business,,1,1,0,0,0,0,0,0,,Professional_Services,Professional Services,,0,0,0,0,1,0,2/1/08,2/1/20,12,> 6 years,0,1,10,2,4,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,3,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,he has not found a financial partner,0,Other,he earlier didnt see the reason for it,200,1,0,1,0,0,0,0,1,0,0,0,200000,16667,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,my customers,,,1,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,1,1,0,0,0,1,0,0,0,,0,,,,,0,no comment,,0,1,9/17/19 8:29,9/17/19 8:10,aeck_15,9/17/19 11:25,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
144,KEN-182,7b45f45a-542b-4446-b6b3-ad36daa82e99,vivian,refugee-client,kakuma_2,,control_group,grocery shop,"nyanya,flour and beans",somalian,,1,36,No_formal_education,No Formal Education,1,12,Self-employment/my_business,,1,1,0,0,0,0,0,0,,Retail/Fashion,Retail,,0,0,1,0,0,0,7/1/18,2/1/20,1,1 year,0,1,10,1,4,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,i havent found a lending institution,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,600,1,0,0,0,0,0,0,0,0,0,0,360000,30000,Neutral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,1,0,0,0,0,0,0,0,2,2,2,2,1,2,3,2,0,0,0,1,0,0,0,,0,,,,,0,none,,0,1,9/18/19 13:07,9/18/19 12:51,aeck_20,9/18/19 13:51,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
148,KEN-186,6ba77a91-75c4-4238-9230-8ae5d8a2ec34,Samuel Mwangangi,refugee-client,kakuma_1,,control_group,Africa supper,food and non food products,Sudanese,sudan,0,29,High_school_graduate_(A2),Finished High school graduate,1,17,Self-employment/my_business,,1,0,0,0,0,0,0,0,,Agribusiness_-_Food_Processing,Agribusiness,,0,1,0,0,0,0,6/15/14,2/1/20,5,4-6 years,1,3,60,2,24,2,twice in a week,temporal Works like loading and off loading,7,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,5,0,5,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,1,,,4000,1,1,1,1,0,0,0,0,0,0,1,360000,30000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,,,,1,1,0,1,0,0,1,1,0,0,0,4,2,2,2,1,1,2,1,0,0,0,1,0,0,0,,0,,,,,0,none,,welcome,1,9/18/19 7:32,9/18/19 7:06,aeck_15,9/18/19 13:55,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
150,KEN-188,b8e555fb-d6af-41cf-a112-76dd10898c3a,Jean Marie,refugee-client,kakuma_2,,test_group,Aspro Shop,Foods items non food items,somalian,,0,50,2,Attended Primary,1,13,Self-employment/my_business,,0,1,0,0,0,0,0,0,,12,Food Store (Bamba Chakula),,0,1,0,0,0,0,1/1/12,2/1/20,8,> 6 years,1,6,84,1,42,0,,,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,7,To_increase_income_independently,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,_I_have_applied_but_I_was_rejected,,1,,,450,0,0,1,0,0,0,0,0,0,0,1,250000,20833,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0,0,0,,participate_past_bdp,,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,5,5,5,0,0,0,1,0,0,0,2,0,3_more,2_month,others,none,4,0,,Thank you very much,1,10/1/19 9:38,10/1/19 9:26,aeck_19,10/1/19 12:03,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
151,KEN-189,20295df0-c991-44d3-8955-4e45105b48a2,Nachomo,refugee-client,kalobeyei,,test_group,Peace foreverhotel,"Fanta, watrer, juices, milk, chapati, beans, beans",Burundian,,1,27,4,Attended High School,0,6,Self-employment/my_business,,0,1,0,0,0,0,1,0,non,8,Hospitality/Tourism,,0,1,0,0,0,0,1/1/16,2/1/20,4,4-6 years,1,3,12,1,12,0,,,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,4,To_increase_income_independently,create jobsto the community,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,long process,1,,,6000,1,0,0,1,0,0,1,0,0,0,0,5400000,450000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,3,1,1,0,0,0,0,0,0,0,0,,no,,1,0,0,1,0,0,1,0,0,0,0,4,5,5,1,2,3,5,5,0,0,0,1,0,0,0,3,0,3_more,1_month,others,fridge,4,1,thank you,welcome,1,10/1/19 8:55,10/1/19 8:33,aeck_20,10/1/19 12:01,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
155,KEN-195,fe0d8507-4267-4754-88fb-667f183e2b95,Samuel Mwangangi,refugee-client,kakuma_1,,test_group,Akiba ya watoto,fish,Congolese,,0,52,4,Attended High School,0,9,Self-employment/my_business,,1,1,0,0,0,0,0,0,,2,Agribusiness,,0,1,0,0,0,0,4/15/12,2/1/20,7,> 6 years,0,3,84,1,16,0,,,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,To_increase_income_independently,none,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_qualify_for_credit,,1,,,480,1,1,1,1,0,0,0,0,0,0,1,480000,40000,Yes_somewhat_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,,participate_past_bdp,,0,0,0,1,0,0,0,1,0,0,0,2,2,2,2,2,1,2,1,0,0,0,1,0,0,0,2,0,3_more,none,others,phone,3,0,,welcome,1,9/26/19 14:20,9/26/19 14:10,aeck_21,9/26/19 15:19,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
158,KEN-198,2839db77-5e5d-439a-89cf-28ba218811bc,Emery Musonerwa,kenyan_client,kakuma_town,,test_group,County 23,Groceries_food,kenyan,,1,27,8,Bachelor's degree,0,1,Self-employment/my_business,,0,0,0,0,0,0,1,0,sister funds,10,Retail,,0,0,1,0,0,0,5/4/19,2/1/20,0,< 1year,1,1,84,1,12,1,144,church or meeting,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,To_be_my_own_boss_or_have_personal_freedom,help the family,1,0,0,1,0,0,0,0,,0,0,25000,0,0,,,1,,,200,1,0,0,0,0,0,0,0,0,0,1,540000,45000,Yes_strongly_fluctuating,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,0,0,0,,participate_past_bdp,,1,0,0,0,0,0,0,0,0,0,0,3,2,4,5,1,5,4,3,0,0,0,1,0,0,0,3,1,3_more,1_6months,radio,,1,1,the training is so amazing and will come back,0,1,9/27/19 13:40,9/27/19 13:14,aeck_21,9/30/19 12:26,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
161,KEN-201,c9e60657-5eba-4cbb-b200-7f7226a572fd,Samadou Nyongolo,kenyan_client,kakuma_town,,control_group,Hairdressing salon,"Hairdressing, sold pueces, beauty therapy",kenyan,,1,36,Primary_school_diploma(p6),Finished Primary School,1,7,Self-employment/my_business,,0,0,0,0,0,0,1,0,Lending and Saving,Retail/Fashion,Retail,,0,1,0,0,0,0,8/1/13,2/1/20,6,4-6 years,0,2,60,2,14,3,1?/month,If i have many customers who want to be served faster i have to employ temporary employees,7,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,To_provide_jobs_for_the_community,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_trust_financial_institutions,,1,,,60,1,0,0,0,0,0,0,0,0,0,0,20,120000,Yes_strongly_fluctuating,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,,,,0,0,1,1,0,1,1,0,0,0,0,5,5,3,3,5,5,5,5,0,0,0,1,0,0,0,,0,,,,,0,no,,thanks,1,9/19/19 8:09,9/19/19 7:13,aeck_19,9/19/19 14:15,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
164,KEN-204,4174cbf6-4e04-472e-9c00-42ee17bddaa3,Jean Marie,kenyan_client,kakuma_town,,control_group,MASTER SEEDS GROCERY,She is selling vegetables and foods items,kenyan,,1,31,No_formal_education,No Formal Education,0,10,Self-employment/my_business,,0,1,0,0,0,0,0,0,,Agribusiness_-_Food_Processing,Agribusiness,,0,1,0,0,0,0,4/1/07,2/1/20,12,> 6 years,1,2,84,1,42,1,daily,to help her currying her foods items,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,0,To_increase_income_independently,,0,0,0,0,0,0,0,0,,0,0,0,0,0,I_do_not_trust_financial_institutions,,"Not_right_now,_but_yes_in_the_past",,,100,0,0,1,0,0,0,0,0,0,0,1,100000,8333,Yes_strongly_fluctuating,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,,,,0,0,1,0,0,0,1,1,0,0,0,5,1,2,3,2,1,1,1,0,0,0,1,0,0,0,,0,,,,,0,she needs the office to help her loan to expend the business,,Thank you very much for your time,1,9/19/19 7:46,9/19/19 7:31,aeck_20,9/19/19 14:16,2019,MBS Kenya,0,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
167,KEN-209,770b9283-997c-4b49-853f-ac309e59a2b7,Jean Marie,refugee-client,kakuma_2,,test_group,shop,selling foods items,ugandan,,1,26,4,Attended High School,1,6,Self-employment/my_business,,0,1,0,0,0,0,0,0,,10,Retail,,0,0,0,0,1,0,7/2/16,2/1/20,3,3 years,0,1,84,1,42,0,,,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,To_increase_income_independently,no,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,she  was having the intention of applying for credit but she was afraid,0,Lack_of_knowledge/I_don't_know_how_to_open_a_bank_account,,150,0,0,1,0,0,0,0,0,0,0,1,54000,4500,Yes_strongly_fluctuating,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,0,1,0,0,0,1,0,0,0,0,5,5,1,1,1,1,1,1,0,0,0,1,0,0,0,2,0,1_week,none,others,none,4,0,,thank you,1,10/2/19 10:43,10/2/19 10:25,aeck_20,10/3/19 6:50,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
169,KEN-212,f7010561-7b64-4928-a061-49777a167322,Roger,refugee-client,kalobeyei,,test_group,Food skock,"wheat flour,salt,oils",Burundian,,1,54,1,No Formal Education,1,7,UNHCR,,1,1,0,0,0,0,0,0,,10,Retail,,0,0,1,0,0,0,1/1/17,2/1/20,3,3 years,0,2,56,2,56,2,0,0,6,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2,3,6,To_increase_income_independently,to grow my family and my family's life,0,0,0,0,0,0,0,0,,0,0,0,0,0,Other,i didn't get where to borrow,0,"I_don't_need_it,_I_use_mobile_money_for_saving_and_spending_cash",,600,1,1,1,0,0,0,1,0,0,0,1,20000,1667,Yes_strongly_fluctuating,1,1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,,participate_past_bdp,,1,1,1,1,1,1,1,1,0,0,0,5,3,3,3,2,3,3,2,0,0,0,1,0,0,0,1,1,1_month,none,others,none,3,1,i need support and give me loan so that i can increase my capital,yes,1,10/2/19 10:04,10/2/19 9:53,aeck_15,10/3/19 6:47,2019,MBS Kenya,1,Kenya_2019_BGS_LivelihoodProgram_Kakuma_Cohort1
